,Name,OttoneuID,FG MajorLeagueID,FG MinorLeagueID,MLB Org,Position(s),Avg Salary,Median Salary,Min Salary,Max Salary,Last 10,Roster%
246,Jurickson Profar,13702,10815.0,sa549315,ATL,OF,$5.75,$5.00,$4,$10,$4.30,33.333
247,Konnor Griffin,45769,,sa3065496,PIT ST,SS,$5.71,$5.00,$2,$32,$5.70,100.0
248,Bryce Eldridge,44147,33390.0,sa3022757,SFG,1B,$5.70,$6.00,$1,$10,$3.80,95.833
249,Giancarlo Stanton,5201,4949.0,sa390316,NYY,OF,$5.70,$4.00,$3,$12,$6.00,95.833
250,Daulton Varsho,23833,19918.0,sa3002838,TOR,OF,$5.58,$4.50,$3,$15,$7.70,100.0
251,Lars Nootbaar,34601,21454.0,sa3006649,STL,OF,$5.55,$5.50,$1,$14,$3.30,83.333
252,Willi Castro,21708,17338.0,sa830274,COL,2B/3B/OF,$5.55,$6.00,$1,$9,$6.40,91.667
253,Daniel Palencia,38781,27914.0,sa3015122,CHC,RP,$5.52,$5.00,$2,$10,$7.00,87.5
254,Jakob Marsee,42169,31370.0,sa3019868,MIA,OF,$5.52,$5.00,$2,$10,$4.90,95.833
255,Agustin Ramirez,36325,26546.0,sa3009276,MIA,C,$5.46,$5.00,$3,$10,$5.40,100.0
256,Payton Tolle,46310,35466.0,sa3043900,BOS,SP/RP,$5.45,$5.00,$2,$10,$6.10,91.667
257,Kumar Rocker,42110,31843.0,sa3020827,TEX,SP,$5.40,$6.00,$1,$11,$2.80,20.833
258,Anthony Santander,23856,14551.0,sa659463,TOR,OF,$5.40,$2.00,$1,$15,$2.40,41.667
259,Kristian Campbell,44308,33644.0,sa3023011,BOS,1B/2B/OF,$5.33,$5.00,$3,$8,$3.90,87.5
260,Matthew Boyd,18465,15440.0,sa621603,CHC,SP,$5.33,$5.00,$1,$9,$5.60,100.0
261,Michael Wacha,18171,14078.0,sa621625,KCR,SP,$5.27,$6.00,$1,$9,$2.60,62.5
262,David Bednar,31951,19569.0,sa915715,NYY,RP,$5.26,$5.00,$3,$13,$4.30,95.833
263,Grant Taylor,44544,33927.0,sa3023634,CHW,SP/RP,$5.23,$5.00,$3,$11,$6.30,91.667
264,Jonah Tong,43841,32157.0,sa3022324,NYM,SP,$5.22,$6.00,$2,$8,$4.10,95.833
265,Matt Shaw,43966,33322.0,sa3022615,CHC,3B,$5.22,$5.00,$1,$9,$2.80,95.833
266,Addison Barger,34817,24598.0,sa3006910,TOR,3B/OF,$5.21,$4.00,$3,$10,$2.80,100.0
267,Brenton Doyle,36803,25479.0,sa3009965,COL,OF,$5.18,$5.00,$1,$9,$4.60,91.667
268,Walker Jenkins,43988,,sa3022894,MIN ST,OF,$5.18,$5.00,$3,$13,$4.10,91.667
269,Maikel Garcia,26154,22715.0,sa3003246,KCR,2B/SS/3B/OF,$5.13,$4.00,$3,$19,$3.60,100.0
270,Quinn Priester,36682,25977.0,sa3011297,MIL,SP/RP,$5.11,$5.00,$1,$12,$3.40,75.0
271,Mitch Keller,20936,17594.0,sa828700,PIT,SP,$5.11,$4.00,$1,$11,$2.30,79.167
272,Parker Messick,42765,31986.0,sa3020748,CLE,SP,$5.09,$5.00,$1,$9,$3.80,91.667
273,JJ Wetherholt,45713,,sa3025154,STL ST,2B/SS,$5.08,$4.50,$2,$11,$3.10,100.0
274,Brayan Bello,33767,23920.0,sa3005436,BOS,SP,$5.05,$5.00,$1,$13,$3.50,91.667
275,Dylan Beavers,42279,31695.0,sa3019983,BAL,OF,$5.00,$4.00,$2,$14,$4.60,100.0
276,Ryan Weathers,33670,23796.0,sa3008436,NYY,SP,$5.00,$5.00,$1,$11,$4.70,91.667
277,Masyn Winn,38404,27479.0,sa3014506,STL,SS,$5.00,$5.00,$1,$9,$2.80,87.5
278,Jason Delay,31598,19806.0,sa857222,BOS,C,$5.00,$5.00,$5,$5,$1.00,4.167
279,Ethan Salas,42727,,sa3020881,SDP ST,Util,$5.00,$5.00,$4,$6,$2.40,8.333
280,Kris Bubic,35566,21455.0,sa3008128,KCR,SP,$5.00,$5.00,$3,$8,$3.20,100.0
281,Trevor Williams,18608,16977.0,sa708217,WSN,SP,$5.00,$5.00,$5,$5,$1.50,4.167
282,Gabriel Moreno,26134,22664.0,sa3003226,ARI,C,$5.00,$4.50,$1,$10,$4.10,100.0
283,Ryan Bergert,40554,29863.0,sa3017418,KCR,SP,$5.00,$5.00,$5,$5,$2.30,4.167
284,Ryan Mountcastle,22670,18373.0,sa874734,BAL,1B,$5.00,$5.00,$5,$5,$2.20,4.167
285,Bryan Hudson,22701,19924.0,sa874984,NYM,RP,$5.00,$5.00,$5,$5,$1.70,4.167
286,Cade Povich,40771,30055.0,sa3017787,BAL,SP,$5.00,$5.00,$5,$5,$1.40,4.167
287,Alan Roden,42410,31564.0,sa3020212,MIN,OF,$5.00,$5.00,$5,$5,$1.30,4.167
288,Jonathan India,33619,21523.0,sa3008178,KCR,2B/3B/OF,$5.00,$6.00,$1,$8,$4.80,83.333
289,Ty Madden,40964,30140.0,sa3018141,DET,RP,$5.00,$5.00,$5,$5,$1.00,4.167
290,Drew Pomeranz,18095,11426.0,sa390654,LAA,RP,$5.00,$5.00,$5,$5,$1.30,4.167
291,Hayden Wesneski,37235,27581.0,sa3010617,HOU,SP,$5.00,$5.00,$5,$5,$2.40,4.167
292,Jake Cronenworth,22004,18036.0,sa857694,SDP,1B/2B/SS,$4.94,$5.00,$1,$8,$3.10,75.0
293,Nick Castellanos,14914,11737.0,sa548164,SDP,OF,$4.93,$1.50,$1,$18,$2.00,58.333
294,Andrew Abbott,40607,29911.0,sa3017529,CIN,SP,$4.92,$4.50,$1,$10,$2.90,100.0
295,Chase DeLauter,42176,32127.0,sa3021053,CLE,OF,$4.91,$5.00,$3,$8,$3.70,95.833
296,Carlos Estevez,23613,14542.0,sa598491,KCR,RP,$4.90,$5.00,$1,$9,$2.60,83.333
297,Hurston Waldrep,43879,33527.0,sa3022942,ATL,SP,$4.88,$5.00,$2,$10,$5.60,66.667
298,Joey Cantillo,27148,23335.0,sa3005246,CLE,SP/RP,$4.87,$5.00,$2,$8,$5.10,95.833
299,Moises Ballesteros,39285,28820.0,sa3015713,CHC,C,$4.83,$4.00,$3,$9,$4.70,100.0
300,Emmet Sheehan,40552,29839.0,sa3017416,LAD,SP,$4.79,$4.00,$3,$14,$3.10,100.0
301,A.J. Puk,23660,19343.0,sa738675,ARI,RP,$4.75,$4.00,$1,$10,$1.90,16.667
302,Logan Henderson,42312,31475.0,sa3020080,MIL,SP,$4.74,$3.00,$1,$13,$4.80,95.833
303,Cody Ponce,21961,17920.0,sa856266,TOR,SP/RP,$4.71,$4.00,$1,$14,$4.50,87.5
304,Owen Caissie,38367,27496.0,sa3014465,MIA,OF,$4.71,$4.00,$1,$11,$5.00,100.0
305,Abner Uribe,35602,25327.0,sa3008177,MIL,RP,$4.71,$4.00,$3,$11,$3.70,100.0
306,Kevin McGonigle,44223,,sa3022895,DET ST,SS,$4.71,$4.00,$2,$11,$4.50,100.0
307,Ramon Laureano,21200,17128.0,sa829185,SDP,OF,$4.71,$3.00,$3,$14,$4.70,100.0
308,Jack Leiter,40155,30146.0,sa3018053,TEX,SP,$4.67,$4.00,$1,$9,$4.20,100.0
309,Luis Gil,23373,21052.0,sa877821,NYY,SP,$4.65,$5.00,$1,$9,$2.00,83.333
310,Alejandro Kirk,27207,22581.0,sa3005337,TOR,C,$4.63,$4.00,$3,$11,$4.50,100.0
311,Brett Baty,37181,26123.0,sa3010869,NYM,2B/3B,$4.59,$4.50,$1,$8,$4.70,91.667
312,Jeff Mcneil,18644,15362.0,sa709024,ATH,2B/OF,$4.59,$4.00,$1,$10,$5.10,91.667
313,Merrill Kelly,17763,11156.0,sa552177,ARI,SP,$4.57,$4.00,$1,$15,$1.90,87.5
314,Rhett Lowder,43895,33876.0,sa3023360,CIN,SP/RP,$4.55,$4.50,$1,$10,$4.70,91.667
315,Luis García Jr.,33548,20391.0,sa962605,WSN,2B,$4.53,$5.00,$1,$11,$3.80,79.167
316,Noah Cameron,40937,30184.0,sa3018097,KCR,SP,$4.50,$4.00,$1,$11,$3.10,91.667
317,Gabriel Arias,26408,22563.0,sa3004047,CLE,2B/SS,$4.50,$4.50,$3,$6,$2.00,8.333
318,Max Clark,43893,,sa3022683,DET ST,OF,$4.46,$4.00,$2,$12,$2.30,100.0
319,Kyle Teel,43949,33549.0,sa3022886,CHW,C,$4.45,$4.50,$1,$8,$4.00,91.667
320,Jackson Jobe,40097,30203.0,sa3018054,DET,SP,$4.44,$4.00,$1,$13,$1.90,75.0
321,Brandon Sproat,44534,33850.0,sa3023499,MIL,SP/RP,$4.41,$4.00,$2,$8,$3.70,91.667
322,AJ Smith-Shawver,40707,29960.0,sa3017690,ATL,SP,$4.40,$3.00,$3,$8,$2.90,20.833
323,Markevian Hence,38469,28672.0,sa3014709,,SP,$4.33,$4.00,$4,$5,$1.60,12.5
324,Mickey Moniak,23639,19956.0,sa917920,COL,OF,$4.33,$4.00,$1,$9,$4.20,100.0
325,Keegan Akin,31714,19362.0,sa873980,BAL,RP,$4.33,$3.00,$3,$7,$1.80,12.5
326,Coby Mayo,38378,28312.0,sa3014479,BAL,1B,$4.32,$4.00,$1,$13,$3.30,79.167
327,Jordan Beck,42277,31431.0,sa3019981,COL,OF,$4.25,$4.00,$2,$7,$4.30,83.333
328,Jeffrey Springs,23144,17677.0,sa876019,ATH,SP,$4.25,$5.00,$1,$6,$2.70,16.667
329,Zach Eflin,23612,13774.0,sa657853,BAL,SP,$4.25,$4.50,$1,$9,$3.40,33.333
330,Matt Brash,37234,25756.0,sa3010616,SEA,RP,$4.23,$4.00,$3,$7,$2.60,91.667
331,Trent Grisham,18547,18564.0,sa874246,NYY,OF,$4.22,$4.00,$1,$8,$2.80,95.833
332,Leo De Vries,44539,,sa3023363,ATH ST,SS,$4.21,$4.00,$2,$11,$3.40,100.0
333,Shane Smith,42592,31687.0,sa3020469,CHW,SP,$4.14,$4.00,$1,$11,$3.40,87.5
334,Adrian Morejon,23672,20039.0,sa969093,SDP,RP,$4.13,$4.00,$3,$5,$3.70,95.833
335,Jason Adam,27723,11861.0,sa548332,SDP,RP,$4.12,$2.00,$1,$10,$2.00,70.833
336,Brooks Lee,42146,31595.0,sa3019973,MIN,2B/SS/3B,$4.11,$3.50,$1,$9,$1.60,75.0
337,Sebastian Walcott,42991,,sa3021069,TEX AA,SS,$4.10,$3.50,$2,$7,$3.60,83.333
338,Yusei Kikuchi,33656,20633.0,,LAA,SP,$4.10,$3.00,$1,$8,$2.10,41.667
339,Jorge Soler,18162,14221.0,sa658226,LAA,OF,$4.08,$3.00,$1,$11,$2.30,54.167
340,Marcell Ozuna,6130,10324.0,sa503013,PIT,Util,$4.07,$3.50,$1,$10,$4.20,58.333
341,Mark Vientos,26857,22184.0,sa3004720,NYM,3B,$4.06,$4.00,$1,$9,$1.90,75.0
342,Xavier Edwards,33645,22266.0,sa3007018,MIA,2B/SS,$4.00,$4.00,$1,$9,$3.40,91.667
343,Druw Jones,42105,,sa3020676,ARI ST,OF,$4.00,$4.00,$1,$7,$2.20,8.333
344,Khal Stephen,46302,,sa3043049,CLE AA,SP,$4.00,$4.00,$4,$4,$2.50,4.167
345,Carson Whisenhunt,42627,31676.0,sa3020529,SFG,SP,$4.00,$4.00,$4,$4,$1.60,4.167
346,Victor Scott II,42141,31349.0,sa3019838,STL,OF,$4.00,$4.00,$4,$4,$2.70,8.333
347,Edwin Arroyo,40674,,sa3017626,CIN ST,SS,$4.00,$4.00,$4,$4,$1.20,4.167
348,Landen Roupp,40820,30076.0,sa3017869,SFG,SP,$4.00,$4.00,$1,$7,$2.50,70.833
349,Nick Gonzales,38314,27490.0,sa3014510,PIT,2B/SS,$4.00,$4.00,$3,$5,$1.70,8.333
350,Jacob Latz,31505,21306.0,sa829008,TEX,SP/RP,$4.00,$4.00,$3,$5,$2.14,8.333
351,Victor Robles,18516,18363.0,sa828409,SEA,OF,$4.00,$4.00,$3,$5,$1.90,8.333
352,Hunter Bigge,37705,26259.0,sa3011341,TBR,RP,$4.00,$4.00,$4,$4,$1.90,4.167
353,Bobby Miller,38335,27483.0,sa3014422,LAD ST,SP/RP,$4.00,$4.00,$4,$4,$2.80,4.167
354,Huascar Brazoban,30367,6107.0,sa657849,NYM,RP,$4.00,$4.00,$4,$4,$1.30,4.167
355,Brandon Walter,37401,26056.0,sa3010826,HOU,SP/RP,$4.00,$4.00,$4,$4,$2.00,4.167
356,Josh Lowe,23752,19953.0,sa917926,LAA,OF,$4.00,$3.00,$1,$9,$2.80,70.833
357,Jose Quintana,10626,11423.0,sa505541,COL,SP,$4.00,$4.00,$4,$4,$1.40,4.167
358,Tommy Edman,31703,19470.0,sa873704,LAD,2B/3B/OF,$4.00,$4.00,$1,$9,$2.90,37.5
359,David Festa,40772,30056.0,sa3017788,MIN ST,SP,$4.00,$4.00,$1,$7,$2.40,12.5
360,Sal Frelick,40298,29622.0,sa3017047,MIL,OF,$3.96,$3.00,$1,$8,$2.40,95.833
361,Garrett Cleavinger,20421,17897.0,sa827423,TBR,RP,$3.95,$3.00,$1,$9,$4.40,87.5
362,Spencer Jones,42266,,sa3019969,NYY ST,OF,$3.95,$3.00,$1,$8,$2.90,87.5
363,Kenley Jansen,2916,3096.0,sa295200,DET,RP,$3.95,$3.00,$1,$12,$1.80,79.167
364,Miguel Vargas,34804,20178.0,sa3006896,CHW,1B/3B,$3.95,$3.00,$1,$9,$4.40,79.167
365,Brandon Marsh,23868,20202.0,sa917944,PHI,OF,$3.94,$4.00,$1,$7,$3.10,70.833
366,Brady Singer,33620,25377.0,sa3008613,CIN,SP,$3.94,$3.00,$1,$13,$1.90,66.667
367,Jesus Made,45064,,sa3024108,MIL ST,SS,$3.92,$3.00,$2,$10,$3.50,100.0
368,Ryan Walker,35205,20423.0,sa3007594,SFG,RP,$3.90,$4.00,$1,$9,$3.70,83.333
369,Sean Manaea,18257,15873.0,sa709610,NYM,SP,$3.89,$4.00,$1,$7,$2.60,79.167
370,Zebby Matthews,42653,31827.0,sa3020570,MIN,SP,$3.89,$3.00,$1,$9,$3.20,79.167
371,Ryan McMahon,18328,15112.0,sa737539,NYY,3B,$3.88,$3.00,$1,$9,$2.80,33.333
372,Nolan Schanuel,43932,33189.0,sa3022430,LAA,1B,$3.88,$4.00,$1,$8,$2.10,66.667
373,Reynaldo Lopez,18415,16400.0,sa696415,ATL,RP,$3.84,$4.00,$1,$8,$2.30,79.167
374,Colt Emerson,44248,,sa3022923,SEA ST,SS,$3.83,$4.00,$2,$11,$3.90,100.0
375,Austin Wells,38317,27562.0,sa3014440,NYY,C,$3.83,$4.50,$1,$7,$2.00,75.0
376,Garrett Whitlock,27185,20191.0,sa3005306,BOS,RP,$3.83,$3.00,$3,$7,$3.00,95.833
377,Caleb Durbin,40398,29646.0,sa3017183,BOS,2B/3B,$3.82,$3.00,$1,$10,$4.00,91.667
378,Jake Burger,23809,22275.0,sa915698,TEX,1B,$3.81,$3.00,$1,$12,$2.40,66.667
379,Kade Anderson,47553,,sa3026056,SEA ST,RP,$3.81,$3.00,$1,$10,$3.10,87.5
380,Chris Martin,18455,11847.0,sa596330,TEX,RP,$3.80,$4.00,$1,$6,$1.50,20.833
381,Aidan Miller,44052,,sa3022609,PHI ST,SS,$3.78,$3.00,$2,$6,$3.70,95.833
382,Justin Crawford,42428,,sa3020240,PHI ST,OF,$3.78,$2.50,$1,$9,$4.80,75.0
383,David Peterson,31541,20302.0,sa829588,NYM,SP,$3.77,$3.00,$1,$12,$2.80,91.667
384,Tyler Stephenson,22654,17988.0,sa874242,CIN,C,$3.75,$3.50,$1,$11,$2.30,50.0
385,Josh Jung,37786,26299.0,sa3011468,TEX,3B,$3.75,$1.00,$1,$14,$1.70,50.0
386,Ben Casparius,40834,30085.0,sa3017886,LAD,RP,$3.75,$4.00,$1,$6,$1.90,16.667
387,Brandon Pfaadt,38699,27782.0,sa3014983,ARI,SP,$3.73,$1.00,$1,$11,$1.70,45.833
388,Matt Strahm,23691,13799.0,sa658557,KCR,RP,$3.70,$3.00,$1,$9,$1.70,83.333
389,Bailey Ober,32966,21224.0,sa918555,MIN,SP,$3.70,$1.50,$1,$12,$1.60,41.667
390,Will Warren,40972,30182.0,sa3018149,NYY,SP,$3.70,$3.00,$1,$8,$3.50,95.833
391,Tyler O'Neill,19296,15711.0,sa737633,BAL,OF,$3.68,$3.00,$1,$8,$3.70,79.167
392,Josh Smith,37960,26396.0,sa3011703,TEX,1B/SS/3B/OF,$3.67,$3.00,$1,$7,$3.00,87.5
393,Jeff Hoffman,18364,17432.0,sa709602,TOR,RP,$3.67,$3.00,$1,$11,$3.90,87.5
394,Anthony Volpe,36683,27647.0,sa3010868,NYY,SS,$3.67,$1.00,$1,$14,$1.20,50.0
395,Lucas Giolito,18195,15474.0,sa657908,FA,SP,$3.67,$3.00,$3,$5,$2.20,12.5
396,Luis Severino,18355,15890.0,sa657781,ATH,SP,$3.67,$3.50,$1,$8,$2.10,25.0
397,Ryne Nelson,37826,26253.0,sa3011524,ARI,SP/RP,$3.64,$3.50,$1,$7,$1.70,91.667
398,Max Meyer,38307,27474.0,sa3014430,MIA,SP,$3.61,$3.50,$1,$6,$3.60,75.0
399,Gabe Speier,19520,17170.0,sa738213,SEA,RP,$3.59,$3.50,$2,$5,$2.90,91.667
400,Hagen Smith,45721,,sa3025544,CHW ST,SP,$3.59,$3.00,$2,$8,$1.50,70.833
401,Carson Kelly,23714,13620.0,sa657963,CHC,C,$3.57,$3.00,$2,$8,$1.50,29.167
402,Liam Doyle,47533,,sa3030545,STL AA,SP/RP,$3.50,$3.00,$1,$8,$2.40,91.667
403,Chase Petty,40879,30170.0,sa3017963,CIN,SP/RP,$3.50,$3.50,$3,$4,$1.10,8.333
404,Jake Bird,35548,21267.0,sa3008097,NYY,RP,$3.50,$3.50,$3,$4,$1.10,8.333
405,Josue De Paula,41342,,sa3018591,LAD ST,OF,$3.50,$3.00,$1,$6,$2.60,100.0
406,Emmanuel Rodriguez,38456,,sa3014693,MIN ST,OF,$3.45,$3.50,$1,$8,$1.80,83.333
407,Joe Musgrove,18462,12970.0,sa597766,SDP,RP,$3.45,$3.00,$1,$7,$2.80,83.333
408,Colby Thomas,42746,31855.0,sa3020713,ATH,OF,$3.43,$4.00,$1,$5,$1.90,29.167
409,Alex Freeland,42713,31665.0,sa3020653,LAD,2B/SS/3B,$3.43,$3.00,$1,$6,$3.00,29.167
410,Casey Mize,33616,20492.0,sa3008444,DET,SP,$3.41,$3.00,$1,$8,$2.30,91.667
411,Sean Murphy,31687,19352.0,sa873680,ATL,C,$3.40,$3.00,$1,$8,$2.60,20.833
412,Zach McKinstry,33147,19392.0,sa918920,DET,SS/3B/OF,$3.39,$3.00,$1,$8,$2.60,75.0
413,Jett Williams,42175,,sa3020134,MIL ST,2B/SS/OF,$3.36,$3.00,$1,$8,$2.90,91.667
414,Ethan Holliday,47552,,sa3069100,COL ST,Util,$3.36,$2.00,$1,$10,$1.70,58.333
415,Tyler Mahle,19422,16358.0,sa737914,SFG,SP,$3.35,$3.00,$1,$7,$1.50,70.833
416,Travis Sykora,44659,33573.0,sa3023557,WSN CPX,SP,$3.33,$4.00,$2,$4,$2.50,12.5
417,Tyler Holton,37674,26231.0,sa3011295,DET,SP/RP,$3.33,$1.00,$1,$8,$1.70,12.5
418,Andrew Vaughn,37469,26197.0,sa3011226,MIL,1B,$3.32,$3.00,$1,$8,$2.30,91.667
419,Mike Burrows,35811,24728.0,sa3008517,HOU,SP,$3.32,$3.00,$1,$8,$3.50,91.667
420,Thomas White,44487,,sa3023268,MIA ST,SP,$3.30,$3.00,$1,$7,$3.10,95.833
421,Carson Williams,40266,30038.0,sa3017795,TBR,SS,$3.30,$4.00,$1,$6,$1.90,83.333
422,Troy Melton,42712,31807.0,sa3020652,DET,SP/RP,$3.29,$3.00,$1,$7,$2.10,70.833
423,Will Vest,26446,19769.0,sa3004101,DET,RP,$3.29,$3.00,$1,$6,$2.50,87.5
424,Yoan Moncada,18425,17232.0,sa864590,LAA,3B,$3.29,$3.00,$1,$8,$2.50,29.167
425,Kyle Harrison,38410,27758.0,sa3014513,MIL,SP/RP,$3.29,$3.00,$1,$7,$3.80,87.5
426,Cade Cavalli,38334,27473.0,sa3014421,WSN,SP,$3.27,$3.00,$1,$8,$2.90,91.667
427,Ryan Waldschmidt,45789,,sa3025261,ARI ST,OF,$3.27,$2.50,$1,$8,$3.30,91.667
428,Orion Kerkering,42666,31776.0,sa3020593,PHI,RP,$3.27,$3.00,$1,$8,$2.40,62.5
429,Ben Joyce,42310,31461.0,sa3020078,LAA,RP,$3.25,$3.00,$1,$6,$1.80,16.667
430,Quinn Mathews,44554,,sa3023407,STL ST,SP,$3.25,$3.00,$1,$7,$1.60,50.0
431,Brady House,40261,29993.0,sa3017694,WSN,3B,$3.25,$3.50,$1,$6,$2.40,33.333
432,Spencer Horwitz,37091,26477.0,sa1115496,PIT,1B,$3.23,$2.00,$1,$11,$2.60,54.167
433,Zyhir Hope,44114,,sa3022703,LAD ST,OF,$3.23,$3.00,$1,$6,$2.70,91.667
434,Mick Abel,38330,27756.0,sa3014534,MIN,SP,$3.22,$3.00,$1,$7,$2.90,75.0
435,Jacob Lopez,35696,25098.0,sa3008338,ATH,SP,$3.22,$2.00,$1,$8,$2.50,37.5
436,Charlie Condon,45715,,sa3025257,COL ST,1B,$3.20,$2.50,$1,$10,$2.50,83.333
437,JJ Bleday,37797,26368.0,sa3011642,CIN,OF,$3.20,$3.00,$1,$6,$2.70,20.833
438,Jose A. Ferrer,34396,24017.0,sa3006373,SEA,RP,$3.20,$3.00,$1,$5,$3.10,83.333
439,Kevin Alcantara,33677,25971.0,sa3008752,CHC,OF,$3.17,$3.50,$1,$5,$1.90,25.0
440,Dalton Rushing,42193,31382.0,sa3019892,LAD,C,$3.15,$4.00,$1,$7,$2.10,54.167
441,Aaron Ashby,33672,23550.0,sa3007225,MIL,RP,$3.15,$3.00,$1,$8,$2.30,83.333
442,Chad Patrick,40861,30113.0,sa3017933,MIL,SP,$3.14,$3.00,$1,$9,$3.30,91.667
443,Robby Snelling,42741,,sa3020707,MIA ST,SP,$3.13,$3.00,$1,$10,$3.80,100.0
444,Dustin May,32611,19716.0,sa917992,STL,SP,$3.08,$2.00,$1,$9,$2.00,50.0
445,Ben Brown,27074,23590.0,sa3005122,CHC,SP/RP,$3.07,$1.00,$1,$9,$1.90,62.5
446,Tyler Rogers,19904,15541.0,sa739036,TOR,RP,$3.06,$3.00,$1,$8,$1.60,66.667
447,Brant Hurter,40931,30133.0,sa3018091,DET,RP,$3.00,$3.00,$3,$3,$1.00,4.167
448,Bailey Falter,22725,20070.0,sa875033,KCR,SP,$3.00,$3.00,$3,$3,$1.10,4.167
449,Alex Vesia,35532,25007.0,sa3008070,LAD,RP,$3.00,$3.00,$1,$7,$2.10,91.667
450,Christian Encarnacion-Strand,40748,30011.0,sa3017756,CIN,1B/3B,$3.00,$3.00,$1,$5,$2.80,12.5
451,Tanner Houck,23811,19879.0,sa829037,BOS,SP,$3.00,$3.00,$1,$5,$2.60,8.333
452,Greg Weissert,32904,20375.0,sa918484,BOS,RP,$3.00,$3.00,$3,$3,$1.00,4.167
453,Logan Evans,44354,33699.0,sa3023077,SEA,SP,$3.00,$3.00,$3,$3,$2.00,4.167
454,Michael Kopech,18493,17282.0,sa828680,FA,RP,$3.00,$3.00,$3,$3,$1.30,4.167
455,Christian Scott,40870,30107.0,sa3017948,NYM,RP,$3.00,$3.00,$1,$7,$1.20,29.167
456,Jeferson Quero,38989,,sa3015407,MIL ST,C,$3.00,$3.00,$2,$4,$2.00,12.5
457,Ty Johnson,44568,,sa3023410,TBR ST,SP/RP,$3.00,$3.00,$3,$3,$2.00,4.167
458,Tobias Myers,23850,22191.0,sa918088,NYM,SP/RP,$3.00,$3.00,$1,$5,$2.40,8.333
459,Alejandro Rosario,44650,,sa3023538,WSN A+,RP,$3.00,$3.00,$3,$3,$1.10,4.167
460,Josue Briceno,41335,,sa3018584,DET ST,C/1B,$3.00,$2.00,$1,$10,$1.60,58.333
461,Fernando Cruz,8550,7048.0,sa389855,NYY,RP,$3.00,$2.50,$1,$6,$2.50,75.0
462,Davis Schneider,26734,23565.0,sa3004518,TOR,2B/OF,$3.00,$3.00,$1,$7,$1.60,37.5
463,Thomas Harrington,42769,31989.0,sa3020752,PIT,SP/RP,$3.00,$3.00,$3,$3,$1.90,8.333
464,Eric Wagaman,25806,23395.0,sa3002875,MIN,1B/OF,$3.00,$3.00,$3,$3,$1.60,4.167
465,Felix Bautista,19242,20666.0,sa737480,BAL,RP,$3.00,$1.00,$1,$8,$1.70,29.167
466,Drew Gilbert,42276,31545.0,sa3019980,SFG,OF,$3.00,$3.00,$3,$3,$1.60,4.167
467,Sung Mun Song,48238,,sa3012529,SDP ST,2B/3B,$3.00,$1.00,$1,$7,$3.00,12.5
468,Erik Miller,37700,26252.0,sa3011336,SFG,RP,$3.00,$3.00,$3,$3,$1.10,4.167
469,Ronny Henriquez,34103,24094.0,sa3005835,MIA,RP,$3.00,$3.00,$1,$5,$1.90,16.667
470,Nathaniel Lowe,32765,19566.0,sa918283,CIN,1B,$3.00,$3.00,$3,$3,$3.70,4.167
471,Ivan Melendez,42160,,sa3019859,ARI ST,1B,$3.00,$3.00,$3,$3,$1.00,4.167
472,Lazaro Montes,41160,,sa3018409,SEA ST,OF,$3.00,$3.00,$1,$5,$2.20,91.667
473,Kutter Crawford,26903,20531.0,sa3004798,BOS,RP,$3.00,$3.00,$3,$3,$2.30,4.167
474,Matt Mervis,38733,27845.0,sa3015051,WSN,1B,$3.00,$3.00,$3,$3,$1.50,4.167
475,Termarr Johnson,42147,,sa3020214,PIT ST,2B,$3.00,$3.00,$3,$3,$2.10,8.333
476,Nacho Alvarez Jr.,42206,31765.0,sa3019905,ATL,3B,$3.00,$3.00,$3,$3,$1.90,4.167
477,Gage Stanifer,43455,,sa3021731,TOR ST,SP/RP,$3.00,$3.00,$3,$3,$2.00,4.167
478,Sean Burke,40568,29878.0,sa3017461,CHW,SP/RP,$3.00,$3.00,$3,$3,$1.60,4.167
479,Brad Lord,42798,31972.0,sa3020812,WSN,SP/RP,$3.00,$3.00,$3,$3,$1.33,4.167
480,Yuki Matsui,44528,33826.0,sa3023348,SDP,RP,$3.00,$3.00,$3,$3,$1.60,4.167
481,Taj Bradley,35367,22543.0,sa3007839,MIN,SP,$3.00,$1.00,$1,$9,$1.60,70.833
482,James Tibbs III,45862,,sa3025333,LAD ST,OF,$3.00,$3.00,$3,$3,$1.33,4.167
483,Tanner McDougal,40578,,sa3017471,CHW ST,SP,$3.00,$3.00,$3,$3,$3.00,4.167
484,Mike Vasil,40852,30105.0,sa3017915,CHW,RP,$3.00,$3.00,$3,$3,$1.83,4.167
485,Griffin Canning,33604,19867.0,sa829807,SDP,SP,$3.00,$3.00,$3,$3,$2.00,4.167
486,Tyler Locklear,42267,31396.0,sa3019970,ARI,1B,$3.00,$3.00,$3,$3,$2.10,4.167
487,Jordan Walker,38366,27475.0,sa3014464,STL,OF,$3.00,$2.00,$1,$8,$1.90,75.0
488,Carlos Narvaez,32084,19722.0,sa916966,BOS,C,$3.00,$3.00,$1,$5,$1.80,16.667
489,Danny Coulombe,27284,13293.0,sa455412,BOS,RP,$3.00,$3.00,$3,$3,$1.60,12.5
490,Harrison Bader,21968,18030.0,sa857218,SFG,OF,$3.00,$3.00,$1,$9,$2.80,50.0
491,Mike Tauchman,19369,15274.0,sa737856,NYM,OF,$3.00,$3.00,$3,$3,$1.20,4.167
