FG ID,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,HBP,SF,WAR,ADP,POS,Ottoneu ID,Ottoneu Positions,Name
14196,TEX,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.77577e-05,999.0,['SS'],30517,2B/SS,Andrew Velazquez
14221,LAA,116.5984,489.3442,429.683,97.78018,56.69742,19.61514,0.1502652,21.317320000000002,56.9051,62.192080000000004,50.4212,5.166902,3.810724,0.5864782000000001,663.1099853515625,"['DH', 'OF']",18162,OF,Jorge Soler
14344,ATL,155.8566,673.5788,584.0702,146.29760000000002,83.95920000000001,30.87908,1.01704,30.84216,88.98458,96.00368,79.54418000000001,5.623698000000001,4.601474,3.072086,49.029998779296875,['1B'],18386,1B,Matt Olson
14366,ATH,9.430919999999999,28.586979999999997,26.501619999999996,6.39744,4.419612,1.349568,0.015868379999999998,0.61242,2.615052,2.948844,1.55493,0.2437896,0.25799279999999997,-0.0316720636,999.0,"['DH', '1B']",29736,1B,Joey Meneses
14551,TOR,21.8086,92.3918,82.4084,18.82392,10.8346,3.472436,0.0321291,4.084718,10.95036,12.15508,8.4413,1.2737500000000002,0.24307439999999997,0.22702071999999998,743.9600219726562,"['DH', 'OF']",23856,OF,Anthony Santander
14813,ATL,16.29582,63.79054,57.948339999999995,13.46538,9.209859999999999,2.361166,0.1035612,1.79074,6.660048,6.647292,3.9649219999999996,1.6513719999999998,0.1898016,0.09135768,999.0,"['2B', 'SS']",29790,1B/2B/SS/3B,Kyle Farmer
14854,ATL,112.86019999999999,467.73199999999997,409.28420000000006,93.26378,55.0663,20.35622,2.1729380000000003,16.06834,56.80126,52.807280000000006,49.955439999999996,3.933754,3.02949,1.0555588,655.219970703125,['OF'],18383,OF,Mike Yastrzemski
14968,MIN,91.7479,361.7962,323.4328,80.65028,57.260040000000004,13.12104,0.1469478,9.722248,38.12914,39.230000000000004,27.52984,7.014874000000001,3.3157560000000004,1.1260858,679.9299926757812,"['DH', 'C']",19285,C/1B,Victor Caratini
15055,CLE,2.0,6.000000000000001,6.000000000000001,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.00445408,999.0,['C'],19333,C,Dom Nunez
15112,NYY,115.703,480.7504,421.2734,91.82818,56.86912,17.748340000000002,0.9329668,16.27774,52.2675,51.83138,52.91236000000001,2.8947840000000005,2.9874480000000005,1.712664,730.1599731445312,['3B'],18328,3B,Ryan McMahon
15149,LAA,2.0,7.0,6.000000000000001,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.00174226,999.0,"['DH', '1B', 'OF']",18626,1B,Trey Mancini
15161,SEA,22.57958,86.8428,75.69720000000001,15.414919999999999,9.64622,2.775314,0.06662219999999999,2.9268219999999996,9.43634,9.8369,9.38126,1.472098,0.2574936,0.210414,999.0,"['DH', 'C']",23845,C,Mitch Garver
15194,MIL,76.66674,297.5348,258.87760000000003,55.911680000000004,33.17248000000001,10.560759999999998,0.9608248,11.217680000000001,34.858180000000004,35.26668,34.6212,2.315066,1.624622,0.3611948,999.0,"['1B', 'OF']",18522,1B/OF/RP,Jake Bauers
15223,LAA,68.69268,274.3792,248.50259999999997,56.60612,41.67106,10.366779999999999,1.17025,3.7980359999999997,27.105939999999997,22.63694,18.35742,3.7189799999999997,2.08892,-0.17631200000000002,999.0,"['2B', 'OF']",19348,2B/OF,Adam Frazier
15271,ATH,42.75864,158.0824,144.35559999999998,33.030199999999994,22.32396,6.416008,0.046005,4.244218,16.081940000000003,17.37722,10.517196000000002,1.56689,0.9656932,0.5210608,999.0,['C'],18598,C,Austin Wynns
15274,NYM,38.7958,151.8068,131.5078,29.95886,20.86318,5.472322,0.0651576,3.1582280000000003,17.443,14.37356,17.76026,1.3283740000000002,1.112236,0.12268960000000001,999.0,['OF'],19369,OF,Mike Tauchman
15362,ATH,132.4598,553.5764,492.427,126.1884,85.53514,26.933239999999998,2.5406,11.179300000000001,62.5008,56.841480000000004,44.91194,9.893834,4.26787,1.5392379999999999,477.3800048828125,"['2B', 'OF']",18644,2B/OF,Jeff Mcneil
15429,COL,16.57546,67.35506,60.27482,14.39106,9.81362,2.638934,0.05164212,1.486882,7.2478620000000005,6.987792000000001,5.750024,1.174858,0.1336842,-0.14419379999999998,999.0,"['3B', 'DH', 'OF']",18256,Util,Kris Bryant
15491,SEA,141.509,596.5336,516.3674,124.3442,88.61408,24.540619999999997,0.9239506,10.665700000000001,66.16836,55.35844,67.94008,5.277204000000001,3.546154,2.398266,747.6300048828125,['SS'],18272,SS,J.P. Crawford
15518,NYY,60.29205999999999,239.2178,223.812,58.11,41.288779999999996,10.61854,1.362256,4.440358,27.29844,24.855919999999998,11.25558,2.047952,1.615226,0.5669864,999.0,"['3B', '2B', 'SS']",18303,2B/3B,Amed Rosario
15640,NYY,146.61860000000001,640.076,518.096,153.1648,78.57730000000001,25.21814,1.0053100000000001,48.7639,108.94800000000001,117.2024,111.1736,6.055014,4.842026000000001,8.270302,1.850000023841858,"['DH', 'OF']",18312,OF,Aaron Judge
15653,ATL,58.89094,235.27479999999997,212.0236,50.81874,35.01056,9.517764,0.312651,5.577780000000001,25.04026,25.26616,17.902559999999998,2.840784,2.02412,-0.16365024,999.0,"['1B', 'OF']",18300,1B/OF,Dominic Smith
15674,MIL,12.50564,40.525079999999996,37.757039999999996,8.19772,6.307762,0.9972179999999999,0.0443238,0.84843,4.941016,5.154196,2.2564319999999998,0.15529020000000002,0.1814424,0.10759076,999.0,['C'],18295,C,Reese McGuire
15711,BAL,95.47084000000001,403.1924,355.42859999999996,83.44130000000001,48.857820000000004,14.49286,0.9469852,19.143659999999997,50.58072,53.71402,39.825540000000004,4.658708000000001,3.180426,1.2863419999999999,519.5399780273438,"['DH', 'OF']",19296,OF,Tyler O'Neill
15730,TEX,16.2203,56.26138,50.23838,10.9117,8.275426,2.066372,0.0812496,0.08866260000000001,5.747066,3.897742,4.698346,0.185157,0.0814944,-0.040879479999999996,999.0,"['2B', 'OF']",19387,2B/OF,Tyler Wade
15878,SDP,85.08752000000001,346.52880000000005,322.6468,85.1532,60.64724,15.24568,1.084288,8.175937999999999,37.56072,38.74856,18.86996,1.8875359999999999,2.050058,0.13989233,733.489990234375,"['3B', 'DH', 'OF']",23720,3B/OF,Miguel Andujar
15905,NYM,58.171640000000004,217.5634,198.49020000000002,46.45404,31.27646,9.003468,0.5643726,5.209728,21.69334,23.50584,14.785079999999999,2.018786,1.413802,1.0738882,999.0,['C'],19981,C,Luis Torrens
15986,SFG,153.9466,661.4590000000001,582.2526,136.436,80.96528,27.906959999999998,1.125778,26.437640000000002,82.47452,84.92750000000001,70.28378,3.849658,5.355008,3.5500160000000003,130.77999877929688,['SS'],18407,SS,Willy Adames
15998,NYY,140.3696,603.1383999999999,543.0953999999999,138.2836,89.2195,25.02206,2.520428,21.52142,76.95421999999999,77.73522,50.68118,3.084336,5.765176,2.4968839999999997,79.86000061035156,"['1B', 'OF']",19328,OF,Cody Bellinger
